NumeroPedido;DtHoraPedido;DtHoraIntegracaoERP;Loja-Nome;Cod Loja;Bairro Entrega;CategoriaProduto;FormaPagamento;QTD.Itens;Qtd Unidades Devolvidas;NrItensCancelados;Peso Total (kg);ValorBrutoPedido(R$);Valor Desconto (R$);ValorLiquidoPedido(R$);HouveDesconto;CanalPedido;Dt Separacao Estoque;DtNotaFiscal;Dt_Despacho_Transportadora;DtEntregaCliente;Valor Frete (R$);TransportadoraResponsavel;SituacaoPedido;OBS
PA-2023-00079;09/09/2023 08:05 PM;09/10/2023 06:05 AM; Pata Amiga Rio do Sul;;Centro;brinquedo;Vale Pet;6;0;;6,7;280;23.82;256;true;SITE;2023-09-12;2023-09-12;2023-09-13;2023-09-15;R$ 14,45;TransPet Log;Entregue;
PA-2023-00091;09/10/2023 06:52 AM;09/10/2023 08:12 AM;Pata Amiga Blumenau Centro/SC;LJ-001;;petisco;DINHEIRO;1;0;0;2,6;28,33;1.81;R$ 26,52;S;APP;2023-09-12;2023-09-13;;;;Entrega Expressa SC;Aguardando despacho;
PA-2023-00098;09/10/2023 08:10 AM;09/10/2023 08:20 AM;PATA AMIGA LAGES;LJ-025;Centro;HIGIENE;PIX;1;0;0;2,9;43.28;0;;NAO;;;;;;;;Retirada na loja;
PA-2023-00087;09/09/2023 10:40 PM;09/10/2023 08:40 AM;Pata Amiga Palhoça;LJ-019;Passa Vinte;Hig.;CARTAO DE CREDITO;3;0;0;9.6;;18,44;R$ 137,79;sim;telefone;2023-09-11;2023-09-12;2023-09-15;2023-09-17;24,30;Logistica Propria;Entregue;
PA-2023-00096;09/10/2023 01:38 AM;09/10/2023 11:38 AM;Pata Amiga Florianópolis Norte;;Saco Grande;Petiscos;DINHEIRO;2;0;0;5.5;44;R$ 0,00;44,80;false;;;;;;;;Retirada na loja;produto fora de linha - substituido
PA-2023-00092;09/10/2023 12:00 PM;09/10/2023 03:00 PM;Pata Amiga Itajai Praia;LJ-003;;Servicos;Cartao de Debito;2;0;0;2.0;278.89;R$ 0,00;R$ 278,89;F;Loja Fisica;;;;;;;Retirada na loja;embalagem para presente
PA-2023-00097;09/10/2023 03:40 PM;09/10/2023 04:00 PM;Pata Amiga Tubarao;;Passagem;RACAO;Credito;3;0;0;3,5;583,40;0,00;583,40;Nao;;2023-09-11;2023-09-12;2023-09-15;2023-09-17;R$ 11,85;Correios;Entregue;embalagem para presente
PA-2023-00094;09/10/2023 04:00 PM;09/10/2023 04:10 PM;PATA AMIGA JARAGUA DO SUL;LJ-014;Barra do Rio Cerro;RACAO;vale pet;6;;0;18.5;791,29;R$ 175,67;615,62;S;site;2023-09-11;2023-09-11;2023-09-17;2023-09-20;56.62;Logistica Propria;Entregue;
PA-2023-00093;09/10/2023 01:05 PM;09/10/2023 11:05 PM;PATA AMIGA TIMBO;;Araponguinhas;higiene;Debito;3;0;0;11,9;160.30;0,00;160;nao;telefone;2023-09-12;;;;;Correios;Aguardando nota fiscal;
PA-2023-00101;09/11/2023 01:52 AM;09/11/2023 02:27 AM;Pata Amiga Joinville Sul/SC;LJ-013;Costa e Silva;Racao Medicamentosa;Cartao de Credito;15;2;0;22.4;R$ 1.137,32;R$ 533,40;R$ 603,92;V;;2023-09-13;2023-09-13;2023-09-17;;;Entrega Expressa SC;Despachado - em transito;embalagem para presente
PA-2023-00115;09/11/2023 02:35 AM;09/11/2023 02:45 AM;PATA AMIGA SAO BENTO DO SUL;LJ-015;Centro;Higiene;PIX;18;2;0;58.2;797,26;373.91;423.35;true;SITE;2023-09-12;2023-09-13;2023-09-16;2023-09-18;158,63;TransPet Log;Entregue;
PA-2023-00119;09/11/2023 02:30 AM;09/11/2023 03:20 AM;Pata Amiga Sao Bento do Sul;LJ-015;Centro;Racao Seca;Cartao de Debito;11;0;0;36.0;1.157,59;542.91;614,68;X;App Pata Amiga;;;;;;;Pedido cancelado;cliente pediu entrega no periodo da tarde
PA-2023-00122;09/11/2023 01:05 AM;09/11/2023 04:05 AM;pata amiga itapoa;;Balneario Itapoa;RAÇÃO;Debito;11;0;0;12.4;1.032,96;R$ 484,46;548.50;Sim;App;2023-09-15;2023-09-16;2023-09-26;2023-09-27;21,97;Correios;Entregue;
PA-2023-00121;09/11/2023 04:47 AM;09/11/2023 05:22 AM;Pata Amiga Itapoa;LJ-016;Figueira do Pontal;HIGIENE;Vale Pet;14;1;0;8,9;400,67;187,91;212,76;sim;SITE;;;;;;;Pedido cancelado;conferir endereco com o cliente
PA-2023-00100;09/11/2023 04:12 AM;09/11/2023 05:32 AM;pata amiga joinville sul;;Costa e Silva;RACAO;boleto;9;0;0;6.3;R$ 1.639,14;R$ 768,76;870.38;1;Loja Fisica;;;;;;;Retirada na loja;
PA-2023-00116;09/11/2023 03:15 AM;09/11/2023 06:15 AM;PATA AMIGA SAO BENTO DO SUL;;Centro;Ração;Dinheiro;;1;-;9,2;1.836,28;861,22;975;SIM;App;2023-09-13;2023-09-14;2023-09-16;2023-09-18;R$ 34,61;Logistica Propria;Entregue;
PA-2023-00118;09/11/2023 04:40 AM;09/11/2023 06:40 AM;PATA AMIGA SAO BENTO DO SUL;LJ-015;Serra Alta;RAÇÃO;BOLETO;3;0;0;5.9;R$ 617,94;289,81;328.13;sim;Loja Fisica;;;;;;;Retirada na loja;
PA-2023-00124;09/11/2023 04:10 AM;09/11/2023 07:10 AM;pata amiga itapoa;LJ-016;Balneario Itapoa;petisco;pix;14;0;0;51.6;R$ 724,70;339,88;384.82;V;Site;2023-09-13;2023-09-13;2023-09-17;2023-09-20;68,51;TransPet Log;Entregue;conferir endereco com o cliente
PA-2023-00125;09/11/2023 06:10 AM;09/11/2023 07:30 AM;Pata Amiga Criciuma;LJ-021;Rio Maina;RACAO;pix;1;0;0;3,7;181.12;0,00;R$ 181,12;;site;2023-09-13;2023-09-13;2023-09-15;2023-09-17;15,43;TransPet Log;Entregue;aguardando confirmacao de estoque
PA-2023-00111;09/11/2023 06:45 AM;09/11/2023 07:35 AM;Pata Amiga Joinville Sul/SC;LJ-013;Jarivatuba;petisco;Boleto;12;0;;6.3;403,01;189,01;214,00;1;SITE;2023-09-12;2023-09-12;2023-09-16;2023-09-18;16,31;Entrega Expressa SC;Entregue;
PA-2023-00127;09/11/2023 10:47 AM;09/11/2023 12:07 PM;PATA AMIGA CURITIBANOS;;Santa Cruz;Racao Medicamentosa;Cartao de Credito;3;0;0;9,1;R$ 381,61;0,00;381;N;APP;2023-09-14;2023-09-15;2023-09-18;2023-09-21;R$ 19,84;TransPet Log;Entregue;
PA-2023-00107;09/11/2023 12:47 PM;09/11/2023 12:57 PM;Pata Amiga Joinville Sul/SC;LJ-013;Aventureiro;Racao;Pix;18;2;0;41,9;2344;1.099,44;1.244,79;Sim;App Pata Amiga;2023-09-13;2023-09-13;2023-09-19;2023-09-21;125,06;Correios;Entregue;aguardando confirmacao de estoque
PA-2023-00108;09/11/2023 12:45 PM;09/11/2023 01:05 PM;PATA AMIGA JOINVILLE SUL;LJ-013;Vila Nova;RAÇÃO;Especie;8;0;0;25.3;R$ 1.373,89;644,35;729.54;SIM;SITE;2023-09-13;2023-09-13;2023-09-15;;;Entrega Expressa SC;Despachado - em transito;
PA-2023-00112;09/11/2023 03:05 AM;09/11/2023 01:05 PM;pata amiga joinville sul;LJ-013;Aventureiro;PETISCO;Cartão de Crédito;3;0;0;8,3;R$ 84,73;39;44,99;V;Loja Física;;;;;;;Retirada na loja;
PA-2023-00102;09/11/2023 02:23 PM;09/11/2023 02:33 PM;pata amiga joinville sul;LJ-013;Jarivatuba;Petisco;PIX;12;0;0;29,8;R$ 584,39;274,08;310;V;APP;2023-09-13;2023-09-13;2023-09-15;;;TransPet Log;Despachado - em transito;produto fora de linha - substituido
PA-2023-00103;09/11/2023 02:20 PM;09/11/2023 02:55 PM;Pata Amiga Joinville Sul/SC;LJ-013;Boa Vista;HIGIENE;Boleto;12;;0;35.0;R$ 522,27;R$ 244,94;277.33;sim;loja fisica;;;;;;;Retirada na loja;pedido recorrente
PA-2023-00117;09/11/2023 02:07 PM;09/11/2023 03:27 PM;Pata Amiga São Bento do Sul;LJ-015;Centro;RAÇÃO;Boleto;;1;0;15.8;;951.97;R$ 1.077,81;SIM;App Pata Amiga;2023-09-13;2023-09-14;2023-09-17;2023-09-20;R$ 43,97;Rapido Catarinense;Entregue;
PA-2023-00114;09/11/2023 02:40 PM;09/11/2023 03:30 PM;PATA AMIGA JOINVILLE SUL;LJ-013;Boa Vista;Higiene;CARTAO DE CREDITO;8;0;0;21.8;430;R$ 201,80;R$ 228,47;X;App;2023-09-12;2023-09-13;2023-09-16;2023-09-18;74;Correios;Entregue;pedido recorrente
PA-2023-00126;09/11/2023 01:35 PM;09/11/2023 06:35 PM;Pata Amiga Ararangua;LJ-023;Centro;brinquedo;Cartao de Debito;3;0;;5.8;153.13;R$ 28,64;R$ 124,49;X;app;2023-09-13;;;;;TransPet Log;Aguardando nota fiscal;embalagem para presente
PA-2023-00109;09/11/2023 06:20 PM;09/11/2023 06:40 PM;PATA AMIGA JOINVILLE SUL;LJ-013;Aventureiro;Petiscos;Pix;10;0;0;19.7;320.13;150,14;R$ 169,99;X;Site;2023-09-14;2023-09-14;2023-09-17;2023-09-19;47;Logistica Propria;Entregue;produto fora de linha - substituido
PA-2023-00099;09/11/2023 07:20 PM;09/11/2023 07:55 PM;Pata Amiga Rio Do Sul;;;Acessório;Debito;2;0;0;2.5;R$ 127,93;0.00;R$ 127,93;NAO;;2023-09-13;2023-09-13;2023-09-17;2023-09-20;R$ 8,67;Correios;Entregue;
PA-2023-00106;09/11/2023 07:52 PM;09/11/2023 08:02 PM;Pata Amiga Joinville Sul;LJ-013;Costa e Silva;Racao Seca;BOLETO;;1;0;54,8;3.282,77;1539.62;R$ 1.743,15;true;Whatsapp;2023-09-12;2023-09-13;2023-09-18;2023-09-19;R$ 85,17;Rapido Catarinense;Entregue;conferir endereco com o cliente
PA-2023-00105;09/11/2023 07:40 PM;09/11/2023 09:40 PM;PATA AMIGA JOINVILLE SUL;;Costa e Silva;petisco;PIX;16;1;0;57.0;R$ 647,21;303,54;R$ 343,67;1;LOJA FISICA;;;;;;;Retirada na loja;aguardando confirmacao de estoque
PA-2023-00104;09/11/2023 09:50 PM;09/11/2023 11:50 PM;Pata Amiga Joinville Sul;LJ-013;Jarivatuba;PETISCO;dinheiro;8;0;0;6.2;;116;131,71;X;APP;2023-09-12;2023-09-12;2023-09-17;2023-09-19;R$ 23,29;Correios;Entregue;
PA-2023-00120;09/11/2023 11:30 PM;09/12/2023 12:05 AM;Pata Amiga Sao Bento do Sul;;Serra Alta;HIGIENE;pix;11;0;;8,5;R$ 367,73;;R$ 195,26;;SITE;2023-09-14;2023-09-15;2023-09-19;2023-09-22;19.05;Entrega Expressa SC;Entregue;
PA-2023-00110;09/11/2023 11:12 PM;09/12/2023 12:32 AM;PATA AMIGA JOINVILLE SUL;LJ-013;Costa e Silva;Med.;Pix;7;;0;11,3;774,96;363,46;411,50;1;Loja Física;;;;;;;Retirada na loja;
PA-2023-00113;09/11/2023 04:15 PM;09/12/2023 02:15 AM;Pata Amiga Joinville Sul/SC;LJ-013;Jarivatuba;MEDICAMENTO;Dinheiro;15;0;1;18.7;1.609,90;755.04;854,86;SIM;Site;2023-09-13;2023-09-14;2023-09-19;2023-09-21;67,40;Correios;Entregue;embalagem para presente
PA-2023-00123;09/11/2023 09:50 PM;09/12/2023 02:50 AM;pata amiga itapoa;LJ-016;Figueira do Pontal;Medicamento;Boleto;13;1;0;9.9;R$ 1.499,13;703,09;R$ 796,04;X;SITE;2023-09-15;2023-09-15;;;;Rapido Catarinense;Aguardando despacho;cliente pediu entrega no periodo da tarde
PA-2023-00140;09/12/2023 05:25 AM;09/12/2023 05:45 AM;PATA AMIGA SAO JOSE KOBRASOL;;Kobrasol;Ração;Pix;10;;0;41.6;1085.38;293,05;792,33;Sim;whatsapp;2023-09-14;2023-09-14;2023-09-19;;;Logistica Propria;Despachado - em transito;produto fora de linha - substituido
PA-2023-00138;09/12/2023 05:35 AM;09/12/2023 06:55 AM;Pata Amiga Sao Jose Kobrasol/SC;;Kobrasol;MEDICAMENTO;Dinheiro;8;1;0;17,9;946,28;R$ 255,50;R$ 690,78;SIM;App Pata Amiga;;;;;;;Pedido cancelado;embalagem para presente
PA-2023-00137;09/12/2023 06:30 AM;09/12/2023 07:50 AM;Pata Amiga Sao Jose Kobrasol;LJ-018;Real Parque;Racao;Cartao de Debito;7;;0;7.3;R$ 1.060,72;286;774;sim;SITE;2023-09-14;2023-09-14;;;;Entrega Expressa SC;Aguardando despacho;cliente pediu entrega no periodo da tarde
PA-2023-00139;09/12/2023 04:12 AM;09/12/2023 09:12 AM;Pata Amiga São Jose Kobrasol;LJ-018;Forquilhinhas;Rac.;Cartão de Débito;7;;0;24.8;1289;348,13;R$ 941,24;V;app;2023-09-14;2023-09-14;2023-09-16;2023-09-17;79.06;TransPet Log;Entregue;embalagem para presente
PA-2023-00132;09/12/2023 09:38 AM;09/12/2023 10:58 AM;Pata Amiga São Bento do Sul;LJ-015;Oxford;Racao;VALE PET;6;0;0;18,2;709;203.57;505,73;sim;;;;;;;;Retirada na loja;
PA-2023-00143;09/12/2023 07:00 AM;09/12/2023 12:00 PM;Pata Amiga Palhoça;LJ-019;;Racao;vale pet;4;0;0;9.9;R$ 675,06;;492,79;V;App;2023-09-14;2023-09-14;2023-09-17;;;Logistica Propria;Despachado - em transito;produto fora de linha - substituido
PA-2023-00144;09/12/2023 10:12 AM;09/12/2023 12:12 PM;PATA AMIGA PALHOCA;;;Racao;CARTAO DE CREDITO;7;1;0;14,2;967,16;261.13;706;sim;APP;2023-09-13;;;;;Correios;Aguardando nota fiscal;conferir endereco com o cliente
PA-2023-00130;09/12/2023 01:05 PM;09/12/2023 01:55 PM;Pata Amiga Jaraguá do Sul;LJ-014;Barra do Rio Cerro;Brinquedo;BOLETO;4;0;0;4,5;189.49;36.95;152,54;true;Loja Física;;;;;;;Retirada na loja;
PA-2023-00135;09/12/2023 12:38 PM;09/12/2023 01:58 PM;PATA AMIGA FLORIANOPOLIS NORTE;LJ-017;Ingleses;RACAO;Boleto;4;0;-;7.2;R$ 823,38;R$ 41,99;781,39;sim;APP;2023-09-13;;;;;Entrega Expressa SC;Aguardando nota fiscal;
PA-2023-00142;09/12/2023 02:05 PM;09/12/2023 04:05 PM;pata amiga palhoca;LJ-019;Guarda do Cubatao;RAÇÃO;pix;11;1;0;32.6;R$ 1.121,10;302,70;818.40;SIM;App Pata Amiga;2023-09-14;2023-09-14;2023-09-16;2023-09-17;88,83;Logistica Propria;Entregue;aguardando confirmacao de estoque
PA-2023-00141;09/12/2023 06:47 AM;09/12/2023 04:47 PM;PATA AMIGA PALHOCA;;Ponte do Imaruim;Medicamentos;Boleto;10;1;0;15,9;689;186;503,42;S;APP;2023-09-14;2023-09-15;;;;Rapido Catarinense;Aguardando despacho;cliente pediu entrega no periodo da tarde
PA-2023-00133;09/12/2023 11:52 AM;09/12/2023 04:52 PM;Pata Amiga São Bento do Sul;LJ-015;Serra Alta;RACAO;DINHEIRO;5;0;0;13,6;1.029,66;295,51;734,15;X;SITE;2023-09-13;2023-09-13;;;;Logistica Propria;Aguardando despacho;pedido recorrente
PA-2023-00146;09/12/2023 04:15 PM;09/12/2023 05:35 PM;Pata Amiga Palhoça;;Pagani;Rac.;vale pet;8;1;2;12,2;R$ 788,57;212,91;575;X;Site;2023-09-15;;;;;TransPet Log;Aguardando nota fiscal;produto fora de linha - substituido
PA-2023-00129;09/12/2023 05:55 PM;09/12/2023 07:15 PM;Pata Amiga Joinville Sul;;Costa e Silva;Petisco;DINHEIRO;11;1;0;33,5;286,94;82,35;204,59;X;SITE;2023-09-14;2023-09-14;2023-09-19;2023-09-21;106,24;Correios;Entregue;cliente pediu entrega no periodo da tarde
PA-2023-00128;09/12/2023 06:40 PM;09/12/2023 09:40 PM;Pata Amiga Ituporanga;LJ-010;Vila Nova;RAÇÃO;Cartao de Credito;1;0;0;4.1;116;0,00;R$ 116,45;N;SITE;2023-09-14;;;;;TransPet Log;Aguardando nota fiscal;
PA-2023-00134;09/12/2023 09:47 PM;09/12/2023 11:07 PM;pata amiga itapoa;LJ-016;Figueira do Pontal;Petisco;Dinheiro;9;0;0;31,3;473,92;R$ 136,02;337;V;App Pata Amiga;2023-09-13;2023-09-14;2023-09-29;2023-10-02;41,95;Correios;Entregue;
PA-2023-00136;09/12/2023 11:50 PM;09/13/2023 12:25 AM;Pata Amiga Sao Jose Kobrasol;LJ-018;Campinas;RAÇÃO;Cartão de Crédito;9;0;0;30,8;R$ 1.358,49;366,79;;S;APP;2023-09-14;2023-09-15;2023-09-18;2023-09-19;R$ 53,01;Rapido Catarinense;Entregue;
PA-2023-00131;09/12/2023 11:05 PM;09/13/2023 02:05 AM;PATA AMIGA JARAGUA DO SUL;;Centro;Racao Medicamentosa;BOLETO;6;0;0;2.8;R$ 707,48;137;569.52;true;LOJA FISICA;;;;;;;Retirada na loja;
PA-2023-00147;09/13/2023 02:05 AM;09/13/2023 02:40 AM;Pata Amiga Itajaí Praia;LJ-003;Fazenda;Acessorios;Cartao de Debito;2;0;0;1.4;R$ 138,00;R$ 12,28;125,72;S;Site;2023-09-15;2023-09-16;;;;TransPet Log;Aguardando despacho;
PA-2023-00156;09/13/2023 03:10 AM;09/13/2023 03:30 AM;Pata Amiga Xanxere;;Centro;HIGIENE;Especie;5;;0;14,6;280;50;R$ 230,68;true;whatsapp;2023-09-15;2023-09-15;2023-09-18;2023-09-19;31.35;Logistica Propria;Entregue;
PA-2023-00145;09/12/2023 10:55 PM;09/13/2023 03:55 AM;Pata Amiga Palhoca;LJ-019;Pagani;Racao Seca;Vale Pet;4;;;8,4;;144.50;390,69;1;site;2023-09-14;;;;;Correios;Aguardando nota fiscal;produto fora de linha - substituido
PA-2023-00152;09/13/2023 04:35 AM;09/13/2023 05:10 AM;Pata Amiga Florianopolis Norte/SC;;Rio Vermelho;Brinquedo;Credito;3;;0;9.5;212,88;0,00;R$ 212,88;0;loja fisica;;;;;;;Retirada na loja;
PA-2023-00148;09/13/2023 05:50 AM;09/13/2023 06:25 AM;Pata Amiga Indaial;;Nacoes;Petiscos;vale pet;3;0;0;2,9;145;8,42;136,69;sim;;2023-09-15;2023-09-16;2023-09-22;2023-09-24;11,10;Entrega Expressa SC;Entregue;
PA-2023-00155;09/13/2023 05:52 AM;09/13/2023 06:27 AM;Pata Amiga Concordia;LJ-030;Petropolis;RAÇÃO;Pix;4;0;0;2.8;724,15;129.62;R$ 594,53;Sim;APP;2023-09-15;2023-09-15;2023-09-17;2023-09-19;R$ 10,34;Entrega Expressa SC;Entregue;
PA-2023-00157;09/13/2023 03:52 AM;09/13/2023 06:52 AM;Pata Amiga São Miguel do Oeste;;Centro;PETISCO;Boleto;6;;0;3,6;213,08;38,14;174,94;X;App Pata Amiga;2023-09-15;;;;;Entrega Expressa SC;Aguardando nota fiscal;
PA-2023-00151;09/13/2023 12:15 PM;09/13/2023 12:35 PM;Pata Amiga São Bento do Sul;LJ-015;Centro;Acessorios;Boleto;6;0;0;14,2;610,43;75.08;535,35;true;Loja Fisica;;;;;;;Retirada na loja;conferir endereco com o cliente
PA-2023-00150;09/13/2023 03:07 PM;09/13/2023 03:17 PM;pata amiga joinville sul;;Costa e Silva;PETISCO;BOLETO;5;0;0;15,4;239,32;29,44;209.88;V;Loja Fisica;;;;;;;Retirada na loja;aguardando confirmacao de estoque
PA-2023-00153;09/13/2023 06:23 AM;09/13/2023 04:23 PM;pata amiga palhoca;LJ-019;Passa Vinte;Petisco;DINHEIRO;3;0;0;11.4;146,23;0,00;146,23;Nao;WhatsApp;2023-09-16;;;;;TransPet Log;Aguardando nota fiscal;
PA-2023-00149;09/13/2023 01:52 PM;09/13/2023 04:52 PM;Pata Amiga Joinville Sul;LJ-013;Jarivatuba;brinquedo;Cartao de Credito;6;0;0;17.3;R$ 426,75;52;374,26;SIM;site;2023-09-15;2023-09-15;;;;Logistica Propria;Aguardando despacho;aguardando confirmacao de estoque
PA-2023-00184;09/14/2023 12:10 AM;09/14/2023 12:30 AM;Pata Amiga Chapecó;;Sao Cristovao;Racao Seca;DINHEIRO;3;0;0;7.9;R$ 628,40;16,97;611,43;Sim;Loja Fisica;;;;;;;Retirada na loja;aguardando confirmacao de estoque
PA-2023-00182;09/14/2023 03:10 AM;09/14/2023 03:45 AM;pata amiga criciuma;;Prospera;Racao Seca;vale pet;7;0;;10.2;894.83;113,64;781;true;Tel.;2023-09-16;2023-09-17;2023-09-22;2023-09-23;21.64;TransPet Log;Entregue;
PA-2023-00183;09/14/2023 02:50 AM;09/14/2023 05:50 AM;Pata Amiga Criciuma/SC;LJ-021;Prospera;Rac.;Pix;8;0;0;5.6;1590.08;R$ 201,94;1.388,14;1;Site;2023-09-16;2023-09-16;2023-09-18;2023-09-19;20,27;Rapido Catarinense;Entregue;
PA-2023-00174;09/14/2023 04:45 AM;09/14/2023 06:45 AM;pata amiga joinville sul;;Boa Vista;Ração;Debito;8;1;0;12,1;1.593,58;387,24;R$ 1.206,34;SIM;app;2023-09-16;2023-09-17;;;;TransPet Log;Aguardando despacho;
PA-2023-00154;09/13/2023 09:40 PM;09/14/2023 07:40 AM;Pata Amiga Chapecó;;;Racao Medicamentosa;Especie;5;0;0;20,7;352,81;63.15;289;1;SITE;;;;;;;Pedido cancelado;cliente pediu entrega no periodo da tarde
PA-2023-00161;09/14/2023 07:23 AM;09/14/2023 07:43 AM;Pata Amiga Blumenau Centro;LJ-001;Garcia;PETISCO;Debito;9;1;0;37.2;R$ 208,45;57,12;151.33;1;Loja Física;;;;;;;Retirada na loja;produto fora de linha - substituido
PA-2023-00176;09/14/2023 04:45 AM;09/14/2023 09:45 AM;Pata Amiga Jaragua Do Sul;;;Acessorios;CARTAO DE DEBITO;6;0;2;20.1;417,66;40.93;376.73;Sim;APP;2023-09-15;2023-09-16;2023-09-21;2023-09-23;R$ 49,54;Logistica Propria;Entregue;
PA-2023-00164;09/14/2023 12:45 AM;09/14/2023 10:45 AM;Pata Amiga Blumenal Centro;LJ-001;Itoupava Norte;Medicamento;Cartão de Crédito;5;0;-;15,4;590,83;161.89;428,94;X;App;2023-09-16;2023-09-17;2023-09-21;2023-09-23;56.56;Entrega Expressa SC;Entregue;cliente pediu entrega no periodo da tarde
PA-2023-00175;09/14/2023 10:47 AM;09/14/2023 11:07 AM;pata amiga joinville sul;;Aventureiro;Ração;PIX;-;1;0;7.5;1594.58;R$ 387,48;1.207,10;1;App;2023-09-16;2023-09-17;2023-09-21;2023-09-23;18,12;Entrega Expressa SC;Entregue;
PA-2023-00170;09/14/2023 12:07 PM;09/14/2023 12:17 PM;Pata Amiga Joinville Sul;;Vila Nova;Ração;Boleto;1;0;0;2.3;168,49;40;127;SIM;;2023-09-17;2023-09-17;2023-09-21;2023-09-23;12,15;TransPet Log;Entregue;
PA-2023-00169;09/14/2023 10:38 AM;09/14/2023 12:38 PM;pata amiga joinville sul;;Boa Vista;Rac.;vale pet;7;0;0;15,9;1.236,84;300,55;936,29;sim;SITE;2023-09-16;2023-09-16;2023-09-20;2023-09-23;46.73;Rapido Catarinense;Entregue;pedido recorrente
PA-2023-00160;09/14/2023 03:25 AM;09/14/2023 01:25 PM;pata amiga blumenau centro;;Velha;Petisco;Boleto;13;1;0;19.9;R$ 435,59;119,35;316,24;V;APP;2023-09-15;2023-09-16;2023-09-19;2023-09-21;54;Correios;Entregue;
PA-2023-00171;09/14/2023 01:05 PM;09/14/2023 01:55 PM;Pata Amiga Joinville Sul;;Boa Vista;Ração Medicamentosa;Pix;6;0;0;8.5;847.94;206.05;R$ 641,89;S;telefone;2023-09-15;2023-09-15;2023-09-20;2023-09-22;;Logistica Propria;Entregue;
PA-2023-00158;09/14/2023 02:25 PM;09/14/2023 03:00 PM;pata amiga blumenau centro;LJ-001;Salto do Norte;Ração;dinheiro;11;n/d;0;45,9;2.474,87;678.11;1.796,76;Sim;TELEFONE;2023-09-15;2023-09-15;2023-09-21;2023-09-22;100;TransPet Log;Entregue;embalagem para presente
PA-2023-00163;09/14/2023 03:05 PM;09/14/2023 03:15 PM;Pata Amiga Blumenau Centro;LJ-001;Garcia;Ração;Debito;4;;0;15,6;421,97;115,62;306;X;APP;2023-09-16;2023-09-17;2023-09-21;2023-09-22;R$ 42,31;TransPet Log;Entregue;conferir endereco com o cliente
PA-2023-00179;09/14/2023 03:50 PM;09/14/2023 04:25 PM;pata amiga itapoa;;Figueira do Pontal;Ração Medicamentosa;Dinheiro;7;0;1;9.0;815,66;R$ 198,21;617,45;true;;;;;;;;Retirada na loja;
PA-2023-00181;09/14/2023 02:45 PM;09/14/2023 05:45 PM;Pata Amiga Santo Amaro da Imperatriz;LJ-020;;Hig.;Cartao de Debito;1;0;0;2,9;38.39;6,68;R$ 31,71;Sim;Loja Fisica;;;;;;;Retirada na loja;
PA-2023-00173;09/14/2023 06:20 PM;09/14/2023 07:10 PM;pata amiga joinville sul;LJ-013;Costa e Silva;Rac.;DINHEIRO;4;0;0;9.6;406;98.67;307;;Site;2023-09-16;2023-09-16;2023-09-21;2023-09-23;R$ 29,22;Entrega Expressa SC;Entregue;pedido recorrente
PA-2023-00168;09/14/2023 02:38 PM;09/14/2023 07:38 PM;PATA AMIGA RIO DOS CEDROS;LJ-012;Palmeiras;Acessório;DINHEIRO;4;0;0;10,6;338.97;34;304,73;Sim;App Pata Amiga;2023-09-15;;;;;Entrega Expressa SC;Aguardando nota fiscal;
PA-2023-00172;09/14/2023 10:07 AM;09/14/2023 08:07 PM;Pata Amiga Joinville Sul/SC;LJ-013;Boa Vista;Petisco;CARTAO DE DEBITO;8;0;;32.0;417,49;101,45;316;SIM;site;2023-09-16;2023-09-17;2023-09-22;2023-09-24;107,73;Entrega Expressa SC;Entregue;
PA-2023-00159;09/14/2023 05:30 PM;09/14/2023 10:30 PM;Pata Amiga Blumenau Centro;;Ribeirao Fresco;Petiscos;VALE PET;8;0;0;27.5;292.53;R$ 80,15;R$ 212,38;Sim;site;2023-09-16;2023-09-16;2023-09-19;2023-09-21;43,55;Rapido Catarinense;Entregue;pedido recorrente
PA-2023-00177;09/14/2023 10:00 PM;09/14/2023 10:35 PM;Pata Amiga Sao Bento do Sul;LJ-015;Centro;Racao Seca;pix;8;;0;12.2;1.398,95;339,94;1059.01;V;site;2023-09-16;2023-09-16;2023-09-17;2023-09-19;37,78;Logistica Propria;Entregue;
PA-2023-00180;09/14/2023 06:38 PM;09/14/2023 11:38 PM;pata amiga itapoa;;Figueira do Pontal;Petiscos;Cartão de Crédito;10;0;0;20.7;257,53;62.58;194;S;App;2023-09-16;2023-09-17;;;;Correios;Aguardando despacho;
PA-2023-00162;09/14/2023 11:23 PM;09/15/2023 12:43 AM;PATA AMIGA BLUMENAU CENTRO;LJ-001;Fortaleza;Petisco;Dinheiro;10;0;0;17,9;367.49;100,69;R$ 266,80;S;app;2023-09-16;2023-09-16;2023-09-20;2023-09-23;58.45;Rapido Catarinense;Entregue;pedido recorrente
PA-2023-00178;09/14/2023 08:35 PM;09/15/2023 01:35 AM;Pata Amiga São Bento do Sul;LJ-015;Oxford;Petisco;Cartão de Débito;10;0;0;17.7;R$ 365,14;R$ 88,73;276.41;SIM;App;2023-09-18;2023-09-19;;;;Entrega Expressa SC;Aguardando despacho;
PA-2023-00167;09/14/2023 08:45 PM;09/15/2023 01:45 AM;Pata Amiga Indaial;;Nacoes;higiene;Pix;7;0;0;19,4;205.42;R$ 20,75;184;true;SITE;2023-09-17;2023-09-17;2023-09-20;2023-09-21;60,48;Correios;Entregue;
